ma_code,ma_name,ma_level,ma_parent,ma_postal_code
1303042005,Solok Ambah,4,130304,27554
1303042006,Paru,4,130304,27554
1303042007,Durian Gadang,4,130304,27554
1303042008,Aie Angek,4,130304,27554
1303042009,Sijunjung,4,130304,27554
130305,Iv Nagari,3,1303,
1303052001,Palangki,4,130305,27561
1303052002,Koto Baru,4,130305,27561
1303052003,Muaro Bodi,4,130305,27561
1303052004,Mundam Sakti,4,130305,27561
1303052005,Koto Tuo,4,130305,27561
130306,Kamang Baru,3,1303,
1303062001,Sungai Lansek,4,130306,27572
1303062002,Kamang,4,130306,27572
1303062003,Muaro Takuang,4,130306,27572
1303062004,Aie Amo,4,130306,27572
1303062005,Sungai Batuang,4,130306,27572
1303062006,Kunangan Parik Rantang,4,130306,27572
1303062007,Tanjung Kaliang,4,130306,27572
1303062008,Padang Tarok,4,130306,27572
1303062009,Siaur,4,130306,27572
1303062010,Lubuk Tarantang,4,130306,27572
1303062011,Maloro,4,130306,27572
130307,Lubuak Tarok,3,1303,
1303072001,Lubuak Tarok,4,130307,27553
1303072002,Lalan,4,130307,27553
1303072003,Buluah Kasok,4,130307,27553
1303072004,Kampung Dalam,4,130307,27553
1303072005,Silongo,4,130307,27553
1303072006,Latang,4,130307,27553
130308,Koto Vii,3,1303,
1303082001,Limo Koto,4,130308,27562
1303082002,Palaluar,4,130308,27562
1303082003,Guguak,4,130308,27562
1303082004,Padang Laweh,4,130308,27562
1303082005,Tanjung,4,130308,27562
1303082006,Bukit Bual,4,130308,27562
130309,Sumpur Kudus,3,1303,
1303092001,Silantai,4,130309,27563
1303092002,Sisawah,4,130309,27563
1303092003,Unggan,4,130309,27563
1303092004,Tanjung Bonai Aur,4,130309,27563
1303092005,Sumpur Kudus,4,130309,27563
1303092006,Tamparungo,4,130309,27563
1303092007,Kumanis,4,130309,27563
1303092008,Manganti,4,130309,27563
1303092009,Sumpur Kudus Selatan,4,130309,27563
1303092010,Tanjung Labuah,4,130309,27563
1303092011,Tanjung Bonai Aur Selatan,4,130309,27563
130310,Kupitan,3,1303,
1303102001,Batu Manjulur,4,130310,27564
1303102002,Pamuatan,4,130310,27564
1303102003,Padang Sibusuk,4,130310,27564
1303102004,Desa Kampung Baru,4,130310,27564
1304,Kab. Tanah Datar,2,13,
130401,X Koto,3,1304,
1304012001,Tambangan,4,130401,27151
1304012002,Jaho,4,130401,27151
1304012003,Singgalang,4,130401,27151
1304012004,Paninjauan,4,130401,27151
1304012005,Panyalaian,4,130401,27151
1304012006,Koto Laweh,4,130401,27151
1304012007,Aie Angek,4,130401,27151
1304012008,Pandai Sikek,4,130401,27151
1304012009,Koto Baru,4,130401,27151
130402,Batipuh,3,1304,
1304022001,Andaleh,4,130402,27265
1304022002,Sabu,4,130402,27265
1304022003,Batipuah Ateh,4,130402,27265
1304022004,Batipuah Baruh,4,130402,27265
1304022005,Gunuang Rajo,4,130402,27265
1304022006,Pitalah,4,130402,27265
1304022007,Tanjuang Barulak,4,130402,27265
1304022008,Bungo Tanjuang,4,130402,27265
130403,Rambatan,3,1304,
1304032001,Simawang,4,130403,27271
1304032002,Balimbiang,4,130403,27271
1304032003,Iii Koto,4,130403,27271
1304032004,Padang Magek,4,130403,27271
1304032005,Rambatan,4,130403,27271
130404,Lima Kaum,3,1304,
1304042001,Baringin,4,130404,27213
1304042002,Limo Kaum,4,130404,27211
1304042003,Parambahan,4,130404,27211
1304042004,Cubadak,4,130404,27216
1304042005,Labuh,4,130404,27211
130405,Tanjung Emas,3,1304,
1304052001,Tanjung Barulak,4,130405,27280
1304052002,Saruaso,4,130405,27280
1304052003,Koto Tangah,4,130405,27280
1304052004,Pagaruyung,4,130405,27280
130406,Lintau Buo,3,1304,
1304062001,Taluak,4,130406,27292
1304062002,Buo,4,130406,27292
1304062003,Tigo Jangko,4,130406,27292
1304062004,Pangian,4,130406,27292
130407,Sungayang,3,1304,
1304072001,Sungai Patai,4,130407,27294
1304072002,Andaleh Baruh Bukik,4,130407,27294
1304072003,Tanjung,4,130407,27294
1304072004,Sungayang,4,130407,27294
1304072005,Minang Kabau,4,130407,27294
130408,Sungai Tarab,3,1304,
1304082001,Simpuruik,4,130408,27261
1304082002,Sungai Tarab,4,130408,27261
1304082003,Gurun,4,130408,27261
1304082004,Talang Tangah,4,130408,27261
1304082005,Padang Laweh,4,130408,27261
1304082006,Pasie Laweh,4,130408,27261
1304082007,Koto Tuo,4,130408,27261
1304082008,Rao Rao,4,130408,27261
1304082009,Kumango,4,130408,27261
1304082010,Koto Baru,4,130408,27261
130409,Pariangan,3,1304,
1304092001,Batu Basa,4,130409,27264
1304092002,Tabek,4,130409,27264
1304092003,Sawah Tangah,4,130409,27264
1304092004,Simabur,4,130409,27264
1304092005,Pariangan,4,130409,27264
1304092006,Sungai Jambu,4,130409,27264
130410,Salimpaung,3,1304,
1304102001,Sumanik,4,130410,27263
1304102002,Situmbuk,4,130410,27263
1304102003,Lawang Mandahiling,4,130410,27263
1304102004,Supayang,4,130410,27263
1304102005,Salimpaung,4,130410,27263
1304102006,Tabek Patah,4,130410,27262
130411,Padang Ganting,3,1304,
1304112001,Atar,4,130411,27282
1304112002,Padang Ganting,4,130411,27282
130412,Tanjuang Baru,3,1304,
1304122001,Tanjuang Alam,4,130412,27281
1304122002,Barulak,4,130412,27281
130413,Lintau Buo Utara,3,1304,
1304132001,Batu Bulek,4,130413,27293
1304132002,Balai Tangah,4,130413,27293
1304132003,Tanjuang Bonai,4,130413,27293
1304132004,Lubuak Jantan,4,130413,27293
1304132005,Tapi Selo,4,130413,27293
130414,Batipuah Selatan,3,1304,
1304142001,Batu Taba,4,130414,27266
1304142002,Sumpur,4,130414,27266
1304142003,Padang Laweh Malalo,4,130414,27266
1304142004,Guguak Malalo,4,130414,27266
1305,Kab. Padang Pariaman,2,13,
130501,Lubuk Alung,3,1305,
1305012001,Lubuk Alung,4,130501,25581
1305012002,Pungguang Kasiak Lubuk Alung,4,130501,25581
1305012003,Pasie Laweh Lubuk Alung,4,130501,25581
1305012004,Aie Tajun Lubuk Alung,4,130501,25581
1305012005,Sikabu Lubuk Alung,4,130501,25581
1305012006,Sungai Abang Lubuk Alung,4,130501,25581
1305012007,Singguliang Lubuk Alung,4,130501,25581
1305012008,Salibutan Lubuk Alung,4,130501,25581
1305012009,Nagari Balah Hilia Lubuk Alung,4,130501,25581
130502,Batang Anai,3,1305,
1305022001,Katapiang,4,130502,25586
1305022002,Kasang,4,130502,25586
1305022003,Sungai Buluah,4,130502,25586
1305022004,Buayan Lubuk Alung,4,130502,25586
1305022005,Sungai Buluah Timur,4,130502,25586
1305022006,Sungai Buluah Barat,4,130502,25586
1305022007,Sungai Buluah Utara,4,130502,25586
1305022008,Sungai Buluah Selatan,4,130502,25586
130503,Nan Sabaris,3,1305,
1305032001,Kapalo Koto,4,130503,25571
1305032002,Pauh Kambar,4,130503,25571
1305032003,Padang Bintungan,4,130503,25571
1305032004,Kurai Taji,4,130503,25571
1305032005,Sunua,4,130503,25571
1305032006,Padang Kandang Pulau Air Padang,4,130503,25571
1305032007,Sunua Tengah,4,130503,25571
1305032008,Sunua Barat,4,130503,25571
1305032009,Kurai Taji Timur,4,130503,25571
130504,2 X 11 Enam Lingkuang,3,1305,
1305042002,Sicincin,4,130504,25584
1305042003,Lubuk Pandan,4,130504,25584
1305042004,Sungai Asam,4,130504,25584
130505,Vii Koto Sungai Sarik,3,1305,
1305052001,Balah Aie,4,130505,25576
1305052002,Sungai Sariak,4,130505,25576
1305052003,Lurah Ampalu,4,130505,25576
1305052004,Lareh Nan Panjang,4,130505,25576
1305052005,Lareh Nan Panjang Selatan,4,130505,25576
1305052006,Lareh Nan Panjang Barat,4,130505,25576
1305052007,Bisati Sungai Sariak,4,130505,25576
1305052008,Ambuang Kapua Sungai Sariak,4,130505,25576
1305052009,Lareh Nan Panjang Sungai Sariak,4,130505,25576
1305052010,Limpato Sungai Sariak,4,130505,25576
1305052011,Balah Aie Utara,4,130505,25576
1305052012,Balah Aie Timur,4,130505,25576
130506,V Koto Kampung Dalam,3,1305,
1305062001,Campago,4,130506,25552
1305062002,Sikucua,4,130506,25552
1305062003,Campago Barat,4,130506,25552
1305062004,Campago Selatan,4,130506,25552
1305062005,Sikucua Utara,4,130506,25552
1305062006,Sikucua Timur,4,130506,25552
1305062007,Sikucua Tengah,4,130506,25552
1305062008,Sikucua Barat,4,130506,25552
130507,Sungai Garingging,3,1305,
1305072001,Kuranji Hulu,4,130507,25562
1305072002,Malai Iii Koto,4,130507,25562
1305072003,Batu Gadang Kuranji Hulu,4,130507,25562
1305072004,Sungai Sirah Kuranji Hulu,4,130507,25562
130508,Sungai Limau,3,1305,
1305082001,Kuranji Hilir,4,130508,25561
1305082002,Pilubang,4,130508,25561
1305082003,Guguak Kuranji Hilir,4,130508,25561
1305082004,Koto Tinggi Kuranji Hilir,4,130508,25561
130509,Iv Koto Aur Malintang,3,1305,
1305092001,Iii Koto Aur Malintang,4,130509,25564
1305092002,Iii Koto Aur Malintang Utara,4,130509,25564
1305092003,Iii Koto Aur Malintang Timur,4,130509,25564
1305092004,Iii Koto Aur Malintang Selatan,4,130509,25564
1305092005,Balai Baiak Malai Iii Koto,4,130509,25564
130510,Ulakan Tapakih,3,1305,
1305102001,Tapakih,4,130510,25572
1305102002,Ulakan,4,130510,25572
1305102003,Padang Toboh Ulakan,4,130510,25572
1305102004,Sungai Gimba Ulakan,4,130510,25572
1305102005,Seulayat Ulakan,4,130510,25572
1305102006,Manggopoh Palak Gadang Ulakan,4,130510,25572
1305102007,Sandi Ulakan,4,130510,25572
1305102008,Kampuang Gelapuang Ulakan,4,130510,25572
130511,Sintuak Toboh Gadang,3,1305,
1305112001,Sintuak,4,130511,25582
1305112002,Toboh Gadang,4,130511,25582
1305112003,Toboh Gadang Selatan,4,130511,25582
1305112004,Toboh Gadang Barat,4,130511,25582
1305112005,Toboh Gadang Timur,4,130511,25582
130512,Padang Sago,3,1305,
1305122001,Koto Baru,4,130512,25573
1305122002,Koto Dalam,4,130512,25573
1305122003,Batu Kalang,4,130512,25573
1305122004,Koto Dalam Barat,4,130512,25573
1305122005,Koto Dalam Selatan,4,130512,25573
1305122006,Batu Kalang Utara,4,130512,25573
130513,Batang Gasan,3,1305,
1305132001,Malai V Suku,4,130513,25563
1305132002,Gasan Gadang,4,130513,25563
1305132003,Malai V Suku Timur,4,130513,25563
130514,V Koto Timur,3,1305,
1305142001,Kudu Gantiang,4,130514,25575
1305142002,Limau Puruik,4,130514,25575
1305142003,Gunung Padang Alai,4,130514,25575
1305142004,Kudu Gantiang Barat,4,130514,25575
130515,2 X 11 Kayu Tanam,3,1305,
1305152001,Kayu Tanam,4,130515,25585
1305152002,Guguak,4,130515,25585
1305152003,Anduriang,4,130515,25585
1305152004,Kapalo Hilalang,4,130515,25585
130516,Patamuan,3,1305,
1305162001,Sungai Durian,4,130516,25574
1305162002,Tandikek,4,130516,25574
1305162003,Tandikek Utara,4,130516,25574
1305162004,Tandikek Selatan,4,130516,25574
1305162005,Tandikek Barat,4,130516,25574
1305162006,Kampuang Tanjuang Koto Mambang Sungai,4,130516,25574
130517,Enam Lingkung,3,1305,
1305172001,Pakandangan,4,130517,25583
1305172002,Koto Tinggi,4,130517,25583
1305172003,Toboh Ketek,4,130517,25583
1305172004,Parit Malintang,4,130517,25583
1305172005,Gadur,4,130517,25583
1306,Kab. Agam,2,13,
130601,Tanjung Mutiara,3,1306,
1306012001,Tiku Selatan,4,130601,26473
1306012002,Tiku Utara,4,130601,26473
1306012003,Tiku Limo Jorong,4,130601,26473
130602,Lubuk Basung,3,1306,
1306022001,Lubuk Basung,4,130602,26451
1306022002,Geragahan,4,130602,26451
1306022003,Kampung Pinang,4,130602,26451
1306022004,Kampung Tangah,4,130602,26451
1306022005,Manggopoh,4,130602,26451
130603,Tanjung Raya,3,1306,
1306032001,Tanjung Sani,4,130603,26471
1306032002,Sungai Batang,4,130603,26471
1306032003,Maninjau,4,130603,26471
1306032004,Bayua,4,130603,26471
1306032006,Koto Kaciak,4,130603,26471
1306032007,Duo Koto,4,130603,26471
1306032008,Koto Gadang,4,130603,26471
1306032009,Koto Malintang,4,130603,26471
1306032010,Paninjauan,4,130603,26471
130604,Matur,3,1306,
1306042001,Matua Hilia,4,130604,26162
1306042002,Matua Mudiak,4,130604,26162
1306042003,Tigo Balai,4,130604,26162
1306042004,Lawang,4,130604,26162
1306042005,Parik Panjang,4,130604,26162
1306042006,Panta Pauh,4,130604,26162
130605,Iv Koto,3,1306,
1306052002,Sungai Landia,4,130605,26160
1306052003,Balingka,4,130605,26160
1306052004,Koto Tuo,4,130605,26160
1306052005,Guguk Tabek Sarajo,4,130605,26160
1306052006,Koto Panjang,4,130605,26160
1306052007,Sianok Anam Suku,4,130605,26160
1306052008,Koto Gadang,4,130605,26160
130606,Banuhampu,3,1306,
1306062001,Padang Lua,4,130606,26181
1306062002,Taluak Ampek Suku,4,130606,26181
1306062003,Pakan Sinayan,4,130606,26181
1306062004,Kubang Putiah,4,130606,26181
1306062005,Ladang Laweh,4,130606,26181
1306062006,Cingkariang,4,130606,26181
1306062007,Sungai Tanang,4,130606,26181
130607,Ampek Angkek,3,1306,
1306072001,Batu Taba,4,130607,26190
1306072002,Biaro Gadang,4,130607,26190
1306072003,Lambah,4,130607,26190
1306072004,Panampung,4,130607,26190
1306072005,Ampang Gadang,4,130607,26190
1306072006,Pasia,4,130607,26190
1306072008,Balai Gurah,4,130607,26190
130608,Baso,3,1306,
1306082001,Koto Tinggi,4,130608,26192
1306082002,Tabek Panjang,4,130608,26192
1306082004,Simarasok,4,130608,26192
1306082005,Padang Tarok,4,130608,26192
1306082006,Salo,4,130608,26192
1306082007,Koto Baru,4,130608,26192
130609,Tilatang Kamang,3,1306,
1306092001,Koto Tangah,4,130609,26153
1306092003,Gadut,4,130609,26153
1306092004,Kapau,4,130609,26153
130610,Palupuh,3,1306,
1306102001,Koto Rantang,4,130610,26151
1306102002,Pasia Laweh,4,130610,26151
1306102003,Pagadih,4,130610,26151
1306102004,Nan Tujuah,4,130610,26151
130611,Pelembayan,3,1306,
1306112001,Baringin,4,130611,26164
1306112002,Sipinang,4,130611,26164
1306112003,Sungai Puar,4,130611,26164
1306112004,Ampek Koto Palembayan,4,130611,26164
1306112005,Tigo Koto Silungkang,4,130611,26164
1306112006,Salareh Aia,4,130611,26164
130612,Sungai Pua,3,1306,
1306122001,Padang Laweh,4,130612,26182
1306122002,Sungai Pua,4,130612,26182
1306122003,Batagak,4,130612,26182
1306122004,Batu Palano,4,130612,26182
1306122005,Sariak,4,130612,26182
130613,Ampek Nagari,3,1306,
1306132001,Batu Kambing,4,130613,26161
1306132002,Sitalang,4,130613,26161
1306132003,Bawan,4,130613,0
1306132004,Sitanang,4,130613,26161
130614,Candung,3,1306,
1306142001,Canduang Koto Laweh,4,130614,26191
1306142002,Lasi,4,130614,26191
1306142003,Bukik Batabuah,4,130614,26191
130615,Kamang Magek,3,1306,
1306152001,Magek,4,130615,26152
1306152002,Kamang Hilia,4,130615,26152
1306152003,Kamang Mudiak,4,130615,26152
130616,Malalak,3,1306,
1306162001,Malalak Utara,4,130616,26163
1306162002,Malalak Timur,4,130616,26163
1306162003,Malalak Selatan,4,130616,26163
1306162004,Malalak Barat,4,130616,26163
1307,Kab. Lima Puluh Kota,2,13,
130701,Suliki,3,1307,
1307012001,Kurai,4,130701,26255
1307012002,Sungai Rimbang,4,130701,26255
1307012003,Tanjuang Bungo,4,130701,26255
1307012004,Suliki,4,130701,26255
1307012005,Limbanang,4,130701,26255
1307012006,Andiang,4,130701,26255
130702,Guguak,3,1307,
1307022001,Guguak Viii Koto,4,130702,26253
1307022002,Vii Koto Talago,4,130702,26253
1307022003,Sungai Talang,4,130702,26253
1307022004,Kubang,4,130702,26253
1307022005,Simpang Sugiran,4,130702,26253
130703,Payakumbuh,3,1307,
1307032001,Koto Baru Simalanggang,4,130703,26251
1307032002,Taeh Bukik,4,130703,26251
1307032003,Simalanggang,4,130703,26251
1307032004,Sungai Beringin,4,130703,26251
1307032005,Piobang,4,130703,26251
1307032006,Taeh Baruah,4,130703,26251
1307032007,Koto Tangah Simalanggang,4,130703,26251
130704,Luak,3,1307,
1307042001,Tj. Haro Sikabu-Kabu Pd. Panjang,4,130704,26261
1307042002,Mungo,4,130704,26261
1307042003,Sungai Kamuyang,4,130704,26261
1307042004,Andaleh,4,130704,26261
130705,Harau,3,1307,
1307052001,Taram,4,130705,26271
1307052002,Solok Bio Bio,4,130705,26271
1307052003,Tarantang,4,130705,26271
1307052004,Bukik Limbuku,4,130705,26271
1307052005,Harau,4,130705,26271
1307052006,Batu Balang,4,130705,26271
1307052007,Sarilamak,4,130705,26271
1307052008,Gurun,4,130705,26271
1307052009,Lubuak Batingkok,4,130705,26271
1307052010,Koto Tuo,4,130705,26271
1307052011,Pilubang,4,130705,26271
130706,Pangkalan Koto Baru,3,1307,
1307062001,Manggilang,4,130706,26272
1307062002,Tanjuang Balik,4,130706,26272
1307062003,Gunuang Malintang,4,130706,26272
1307062004,Pangkalan,4,130706,26272
1307062005,Koto Alam,4,130706,26272
1307062006,Tanjung Pauh,4,130706,26272
130707,Kapur Ix,3,1307,
1307072001,Muaro Paiti,4,130707,26273
1307072002,Koto Bangun,4,130707,26273
1307072003,Lubuak Alai,4,130707,26273
1307072004,Koto Lamo,4,130707,26273
1307072005,Durian Tinggi,4,130707,26273
1307072006,Sialang,4,130707,26273
1307072007,Galugua,4,130707,26273
130708,Gunuang Omeh,3,1307,
1307082001,Pandam Gadang,4,130708,26256
1307082002,Koto Tinggi,4,130708,26256
1307082003,Talang Anau,4,130708,26256
130709,Lareh Sago Halaban,3,1307,
1307092001,Labuah Gunuang,4,130709,26262
1307092002,Batu Payuang,4,130709,26262
1307092003,Ampalu,4,130709,26262
1307092004,Bukik Sikumpa,4,130709,26262
1307092005,Balai Panjang,4,130709,26262
1307092006,Halaban,4,130709,26262
1307092007,Tanjuang Gadang,4,130709,26262
1307092008,Sitanang,4,130709,26262
130710,Situjuah Limo Nagari,3,1307,
1307102001,Situjuah Batua,4,130710,26250
1307102002,Situjuah Ladang Laweh,4,130710,26250
1307102003,Tungka,4,130710,26250
1307102004,Situjuah Banda Dalam,4,130710,26250
1307102005,Situjuah Gadang,4,130710,26250
130711,Mungka,3,1307,
1307112001,Jopang Manganti,4,130711,26254
1307112002,Simpang Kapuak,4,130711,26254
1307112003,Mungka,4,130711,26254
1307112004,Talang Maur,4,130711,26254
1307112005,Sungai Antuan,4,130711,26254
130712,Bukik Barisan,3,1307,
1307122001,Maek,4,130712,26257
1307122002,Banja Loweh,4,130712,26257
1307122003,Baruah Gunuang,4,130712,26257
1307122004,Sungai Naniang,4,130712,26257
1307122005,Koto Tangah,4,130712,26257
130713,Akabiluru,3,1307,
1307132001,Sariak Laweh,4,130713,26252
1307132002,Koto Tangah Batu Ampa,4,130713,26252
1307132003,Batuhampar,4,130713,26252
1307132004,Suayan,4,130713,26252
1307132005,Sungai Balantiak,4,130713,26252
1307132006,Pauh Sangik,4,130713,26252
1307132007,Durian Gadang,4,130713,26252
1308,Kab. Pasaman,2,13,
130804,Bonjol,3,1308,
1308042001,Limo Koto,4,130804,26381
1308042002,Koto Kaciak,4,130804,26381
1308042003,Ganggo Mudiak,4,130804,26381
1308042004,Ganggo Hilia,4,130804,26381
130805,Lubuk Sikaping,3,1308,
1308052001,Tanjuang Baringin,4,130805,26318
1308052002,Jambak,4,130805,26318
1308052003,Durian Tinggi,4,130805,26318
1308052004,Pauah,4,130805,26318
1308052005,Aia Manggih,4,130805,26318
1308052006,Sundata,4,130805,26318
130807,Panti,3,1308,
1308072001,Panti,4,130807,26351
1308072003,Panti Timur,4,130807,26351
1308072004,Panti Selatan,4,130807,26351
130808,Mapat Tunggul,3,1308,
1308082001,Muara Tais,4,130808,26353
1308082002,Lubuak Gadang,4,130808,26353
1308082005,Pintu Padang,4,130808,26353
130812,Duo Koto,3,1308,
1308122001,Simpang Tonang,4,130812,26311
1308122002,Cubadak,4,130812,26311
